"Word1"	"icd10-wordtokens"	"icd10-I-wordtokens"
"水/n"	25	0
"深/a"	18	7
"疟原虫/n"	25	0
"短小/z"	25	0
"种/v"	25	0
"科/n"	25	0
"粪/n"	25	0
"细胞学/n"	25	0
"肛管/n"	24	1
"肩胛/n"	25	0
"胃肠炎/n"	25	0
"胎膜/n"	25	0
"胺/n"	25	0
"腮腺/n"	24	1
"莱/q"	23	2
"虐待/v"	25	0
"轻微/a"	25	0
"霍乱/n"	25	0
"音/n"	25	0
"鼓膜/n"	25	0
"鼠疫/n"	25	0
"作战/v"	24	0
"受体/n"	24	0
"因/p"	24	0
"大肠杆菌/n"	24	0
"官/n"	24	0
"幽门/n"	24	0
"弓形/n"	24	0
"扭转/v"	24	0
"有机/d"	24	0
"梅/n"	24	0
"正/d"	19	5
"泌尿器/n"	24	0
"流感/n"	24	0
"溢/v"	24	0
"盆腔炎/n"	24	0
"穿/v"	24	0
"绦虫/n"	24	0
"置/v"	24	0
"肺气肿/n"	24	0
"象/n"	22	2
"酸性/n"	22	2
"错/v"	24	0
"雷/n"	21	3
"髓/n"	24	0
"鼻窦炎/n"	24	0
"中心/n"	23	0
"中非/n"	23	0
"低血糖/n"	23	0
"体内/s"	23	0
"出血热/n"	23	0
"分枝/n"	23	0
"刺/v"	23	0
"医院/n"	23	0
"原有/v"	23	0
"培养/v"	23	0
"大麻类/n"	23	0
"尺/q"	23	0
"德/n"	19	4
"性气/n"	23	0
"总/b"	13	10
"枕/v"	23	0
"痛风/n"	23	0
"白/a"	23	0
"盐/n"	23	0
"碘/n"	23	0
"窒息/v"	23	0
"管理/v"	23	0
"粘/v"	23	0
"绞/v"	22	1
"耐/v"	23	0
"肿块/n"	23	0
"胆汁/n"	23	0
"胶质/n"	23	0
"过/v"	23	0
"阴道炎/n"	23	0
"X/n/url"	21	1
"严重/a"	22	0
"从/p"	22	0
"使/v"	22	0
"光/n"	22	0
"分支/n"	12	10
"切割/v"	22	0
"剖宫产/v"	22	0
"咖啡因/n"	22	0
"地中海/nf"	22	0
"折/v"	22	0
"氨基酸/n"	22	0
"污染/v"	22	0
"漏/v"	22	0
"火器/n"	22	0
"甲状腺炎/n"	22	0
"盘/v"	22	0
"稳定/v"	20	2
"红斑狼疮/n"	22	0
"结果/n"	22	0
"肋/n"	22	0
"胃溃疡/n"	22	0
"蚴/w"	22	0
"融合/v"	22	0
"起/v"	22	0
"过早/d"	13	9
"酰/x"	22	0
"镇痛/v"	22	0
"阔/a"	22	0
"霉病/n"	22	0
"骨炎/n"	22	0
"麻疹/n"	22	0
"黄色/n"	22	0
"鼻窦/n"	22	0
"Ⅲ/m"	20	1
"促/v"	21	0
"催眠/v"	21	0
"充/v"	11	10
"单一/a"	21	0
"发现/v"	21	0
"受累/v"	14	7
"外侧/f"	21	0
"妄想/v"	21	0
"延长/v"	19	2
"建筑/n"	21	0
"强迫/v"	21	0
"形态学/n"	21	0
"急进/a"	21	0
"截瘫/n"	21	0
"抑制/v"	21	0
"挥发性/n"	21	0
"汗腺/n"	21	0
"浆液/n"	21	0
"液体/n"	21	0
"照料/v"	21	0
"痔/w"	10	11
"石/n"	20	1
"结/v"	18	3
"胚胎/n"	21	0
"腹泻/v"	21	0
"视力/n"	21	0
"诺/n"	18	3
"跟/p"	21	0
"避孕/v"	21	0
"醇/a"	21	0
"针/n"	21	0
"难/a"	20	1
"雄/b"	21	0
"鼻炎/n"	21	0
"B12/n/url"	20	0
"y/x"	20	0
"β/w"	20	0
"产钳/n"	20	0
"以/p"	20	0
"依法/d"	20	0
"催眠药/n"	20	0
"先兆/n"	20	0
"发病/v"	20	0
"取/v"	20	0
"合体/n"	20	0
"呕吐/v"	20	0
"品行/n"	20	0
"型心/n"	10	10
"外因/n"	20	0
"子痫/n"	20	0
"平滑肌/n"	20	0
"心境/n"	20	0
"收缩/v"	13	7
"放/v"	20	0
"机制/n"	20	0
"株/q"	20	0
"检/v"	20	0
"毛发/n"	20	0
"沙门/n"	20	0
"火焰/n"	20	0
"肢体/n"	19	1
"腋/n"	18	2
"苔/n"	20	0
"躁/v"	20	0
"锥/v"	20	0
"门/n"	19	1
"阴性/n"	20	0
"阿尔茨海默/nf"	20	0
"随后/d"	11	9
"髋/n"	20	0
"黄/a"	20	0
"交感神经/n"	19	0
"克罗恩/nf"	19	0
"受害者/n"	19	0
"和面/v"	19	0
"新月/n"	19	0
"有毒/v"	19	0
"查加斯/nf"	19	0
"正中/v"	19	0
"沉积物/n"	19	0
"注射/v"	19	0
"海绵/n"	16	3
"瞳孔/n"	19	0
"移动/v"	17	2
"窘迫/a"	19	0
"肩胛骨/n"	19	0
"肱/w"	17	2
"肺病/n"	19	0
"腱鞘/n"	19	0
"腹内/s"	19	0
"节肢动物/n"	19	0
"药用/b"	19	0
"蠕虫/n"	19	0
"言语/n"	19	0
"设施/n"	19	0
"诱发/v"	19	0
"贲门/n"	19	0
"输精管/n"	19	0
"镇/n"	19	0
"雅司病/n"	19	0
"颌下腺/n"	19	0
"骨膜/n"	19	0
"麻风/n"	19	0
"丘疹/n"	18	0
"丝虫病/n"	18	0
"为主/v"	18	0
"乘客/n"	18	0
"传播/v"	18	0
"体重/n"	18	0
"侵/v"	18	0
"内痔/n"	9	9
"危/n"	17	1
"司机/n"	18	0
"同源/n2"	18	0
"喉炎/n"	18	0
"土/n"	18	0
"处置/v"	18	0
"失血/v"	18	0
"摄入/v"	18	0
"桡/w"	18	0
"氨基/n"	18	0
"氯/n"	18	0
"治/v"	17	1
"浅/a"	18	0
"烃/n"	18	0
"狼疮/n"	18	0
"疖/w"	18	0
"白质/n"	16	2
"皮肤病/n"	18	0
"眼科/n"	18	0
"破/v"	18	0
"第四/m"	18	0
"素性/n"	17	1
"肛/w"	18	0
"肺泡/n"	18	0
"迟/a"	18	0
"醛/n"	18	0
"重/v"	18	0
"重复/v"	18	0
"风疹/n"	18	0
"不孕症/n"	17	0
"丙酮/n"	17	0
"乳糜/n"	13	4
"停/v"	10	7
"内侧/f"	17	0
"冷/a"	17	0
"副伤寒/n"	17	0
"勒/v"	15	2
"升高/v"	17	0
"卒/n"	13	4
"占/v"	17	0
"合/v"	17	0
"家庭/n"	17	0
"常规/n"	17	0
"廓/n"	17	0
"弓/n"	17	0
"扑/v"	9	8
"抗体/n"	17	0
"掌骨/n"	17	0
"排/v"	16	1
"携带/v"	17	0
"气胸/n"	17	0
"涎/n"	17	0
"湿疹/n"	17	0
"点/n"	17	0
"牙髓/n"	17	0
"牙齿/n"	17	0
"病原/n"	17	0
"瘾/n"	17	0
"盲肠/n"	17	0
"相关/v"	17	0
"程度/n"	17	0
"空洞/n"	17	0
"穿刺/v"	17	0
"粉尘/n"	17	0
"纯/a"	16	1
"耳鼻喉科/n"	17	0
"舞蹈/n"	12	5
"船舶/n"	17	0
"苔藓/n"	17	0
"解热/v"	17	0
"隆/a"	17	0
"面神经/n"	17	0
"顶/v"	17	0
"骺/x"	17	0
"鼻腔/n"	17	0
"100mL/n/url"	16	0
"ST/n/url"	9	7
"一般/a"	16	0
"一般性/n"	16	0
"伯/n"	16	0
"儿/n"	16	0
"共同/d"	16	0
"利斯特/nf"	16	0
"吐/v"	16	0
"吸引/v"	16	0
"咽喉/n"	16	0
"啉/x"	16	0
"坐骨/n"	16	0
"安定/v"	16	0
"密集/a"	16	0
"导致/v"	16	0
"尘埃/n"	16	0
"幕/n"	16	0
"感/v"	16	0
"枢/n"	16	0
"标明/v"	16	0
"注/v"	16	0
"泪腺/n"	16	0
"火/n"	16	0
"照顾/v"	16	0
"爆炸/v"	16	0
"环状/n"	16	0
"眩晕/v"	16	0
"知/v"	16	0
"破伤风/n"	16	0
"碳/n"	16	0
"粟/n"	16	0
"肌纤维/n"	15	1
"肿大/v"	16	0
"脑瘫/n"	16	0
"臀部/n"	16	0
"螺旋体/n"	16	0
"血糖/n"	16	0
"视觉/n"	16	0
"输/v"	16	0
"输液/v"	16	0
"退/v"	14	2
"通/v"	16	0
"酯/n"	16	0
"镁/n"	16	0
"门静脉/n"	12	4
"需要/v"	16	0
"髁/w"	16	0
"鱼鳞/n"	16	0
"D/n/url"	15	0
"丁/n"	15	0
"三叉/b"	15	0
"上端/n"	15	0
"下垂/v"	15	0
"以上/f"	15	0
"企图/v"	15	0
"侵袭/v"	15	0
"修复/v"	15	0
"倒/v"	15	0
"先天/n"	15	0
"农业/n"	15	0
"包/v"	15	0
"包皮/n"	15	0
"和泌/n2"	15	0
"喂养/v"	15	0
"囊虫/n"	15	0
"固/v"	15	0
"复/v"	15	0
"失禁/v"	15	0
"巴/b"	15	0
"当/v"	15	0
"心功能/n"	9	6
"心性/n"	15	0
"忽视/v"	15	0
"恐怖/a"	15	0
"恢复/v"	15	0
"感性/n"	15	0
"戊/Mg"	15	0
"渗出/v"	15	0
"由/p"	15	0
"疹/n"	15	0
"瘘/n"	15	0
"群/q"	15	0
"耳廓/n"	14	1
"耻骨/n"	15	0
"肺部/n"	15	0
"胸膜炎/n"	15	0
"蛆/n"	15	0
"蝇/n"	15	0
"蝶/n"	15	0
"调节/v"	15	0
"贝/b"	13	2
"长骨/n"	15	0
"间隙/n"	15	0
"震颤/v"	15	0
"青少年/n"	15	0
"鞘/n"	15	0
"骨干/n"	15	0
"麻醉品/n"	15	0
"龈/w"	15	0
"46/m"	14	0
"代/v"	14	0
"佩吉特/nf"	14	0
"偏瘫/v"	12	2
"再/d"	9	5
"半球/n"	8	6
"卟/x"	14	0
"卤素/n"	14	0
"卫生/a"	14	0
"危险/n"	14	0
"卵/n"	14	0
"压力/n"	14	0
"厚/a"	13	1
"受胎/v"	14	0
"名/q"	9	5
"处女膜/n"	14	0
"外痔/n"	7	7
"定性/v"	14	0
"小叶/n"	14	0
"尾/n"	14	0
"尾骨/n"	14	0
"尿道炎/n"	14	0
"市内/s"	14	0
"带菌者/n"	14	0
"异型/b"	13	1
"微生物学/n"	14	0
"恶/a"	14	0
"感觉神经/n"	14	0
"抬高/v"	7	7
"普通/a"	14	0
"更换/v"	14	0
"有轨/b"	14	0
"朗/a"	14	0
"松果/n"	14	0
"横纹肌/n"	14	0
"沙/n"	14	0
"沟/n"	14	0
"泻/v"	14	0
"活动/v"	14	0
"溶解/v"	14	0
"潜伏性/n"	14	0
"炭疽/n"	14	0
"电车/g"	14	0
"痈/w"	14	0
"盐类/n"	14	0
"硬皮病/n"	14	0
"磷酸/n"	14	0
"突出/v"	14	0
"绕/v"	14	0
"绝经期/t"	14	0
"综合/v"	14	0
"老年/t"	11	3
"肝硬变/n"	14	0
"胆碱/n"	14	0
"胚/w"	14	0
"荚/n1"	14	0
"踝/n"	14	0
"边缘/n"	14	0
"述/v"	14	0
"里/f"	12	2
"食/v"	14	0
"饮/v"	14	0
"骨病/n"	14	0
"髌/w"	14	0
"黄斑/n"	14	0
"α/w"	13	0
"两性/b"	13	0
"中暑/v"	13	0
"临产/v"	13	0
"代用品/n"	13	0
"养育/v"	13	0
"制品/n"	13	0
"动力/n"	13	0
"发生/v"	13	0
"合成/v"	13	0
"壶/n"	13	0
"室内/s"	8	5
"嵴/w"	13	0
"工业/n"	13	0
"巨大/a"	13	0
"已/d"	13	0
"弯曲/a"	13	0
"惊厥/v"	13	0
"成分/n"	13	0
"抽动/v"	13	0
"指甲/n"	13	0
"接种/v"	13	0
"明/t"	13	0
"易/a"	13	0
"曲霉/n"	13	0
"气压/n"	13	0
"水痘/n"	13	0
"汉/t"	13	0
"沉积/v"	13	0
"混浊/a"	13	0
"滞留/v"	13	0
"热带/n"	13	0
"瘫/v"	13	0
"目的/n"	13	0
"眦/w"	13	0
"着色/v"	13	0
"神经科/n"	13	0
"糜烂/v"	13	0
"糠/n"	13	0
"纤/n"	7	6
"绒毛/n"	13	0
"结合膜/n"	13	0
"绝/d"	13	0
"缘/p"	13	0
"罗/b"	13	0
"羊膜/n"	13	0
"肠穿孔/n"	13	0
"肥胖症/n"	13	0
"能量/n"	13	0
"腰部/n"	13	0
"腱鞘炎/n"	13	0
"舟/n"	13	0
"葡萄/n"	13	0
"蒂/n"	13	0
"蚴/n"	13	0
"蛋白质/n"	13	0
"衣/v"	13	0
"试验/v"	13	0
"走/v"	13	0
"趾甲/n"	13	0
"踝骨/n"	13	0
"转换/v"	13	0
"边缘性/n"	13	0
"透明/a"	13	0
"重排/v"	13	0
"钾/n"	13	0
"镇静/a"	13	0
"颤/v"	7	6
"飞行器/n"	13	0
"食性/n"	13	0
"骨肉/n"	13	0
"骶骨/n"	13	0
"三分/t"	10	2
"丘脑/n"	8	4
"个体/n"	12	0
"临床/v"	12	0
"丹/b"	12	0
"乳糖/n"	12	0
"僵硬/a"	12	0
"典型性/n"	12	0
"初期/f"	12	0
"到/v"	12	0
"剂/n"	12	0
"助产/b"	12	0
"升/v"	7	5
"受精/v"	12	0
"另/d"	12	0
"叶酸/n"	12	0
"寰/n"	12	0
"寻常/a"	12	0
"局限/v"	12	0
"工作/v"	12	0
"平面/n"	12	0
"弗/d"	12	0
"态/n"	12	0
"悬/v"	12	0
"情/n"	12	0
"手足/n"	12	0
"抗凝/n2"	12	0
"括约肌/n"	12	0
"插管/n"	12	0
"星形/n"	12	0
"烟/n"	12	0
"病因/n"	12	0
"皮脂腺/n"	12	0
"真空/n"	12	0
"破坏/v"	12	0
"管状/n"	12	0
"精神性/n"	12	0
"纳/v"	12	0
"组织学/n"	12	0
"肌瘤/n"	12	0
"肺静脉/n"	10	2
"脱落/v"	12	0
"腕骨/n"	12	0
"血浆/n"	12	0
"角质/n"	12	0
"语言/n"	12	0
"进入/v"	12	0
"迪/n1"	12	0
"选择性/n"	12	0
"釉/n"	12	0
"镰/n"	12	0
"阳性/n"	12	0
"陷/v"	11	1
"隐性/b"	11	1
"青春期/t"	12	0
"非典/n"	12	0
"颏/n"	11	1
"食物中毒/v"	12	0
"马/n"	12	0
"马尾/n"	12	0
"骑手/n"	12	0
"齿/n"	12	0
"C/n/url"	11	0
"不规则/a"	11	0
"伤/n"	11	0
"做/v"	11	0
"利什曼/nf"	11	0
"动脉弓/n"	7	4
"呤/x"	11	0
"周期/n"	11	0
"品/v"	11	0
"地带/n"	11	0
"地方/n"	11	0
"塞/v"	10	1
"增大/v"	11	0
"头颈/n"	11	0
"套/v"	11	0
"妇产科/n"	11	0
"常见/a"	11	0
"库/n"	11	0
"底细/n"	11	0
"技能/n"	11	0
"抽搐/v"	11	0
"擦伤/v"	11	0
"晒/v"	11	0
"晒斑/n"	11	0
"普/a"	11	0
"林/n"	11	0
"森/a"	11	0
"模式/n"	11	0
"横/v"	10	1
"消炎/v"	11	0
"清/v"	11	0
"爪/n"	11	0
"特纳/nf"	11	0
"狂犬病/n"	11	0
"理疗/v"	11	0
"电解质/n"	11	0
"畸胎/n"	11	0
"疽/w"	11	0
"白细胞/n"	11	0
"睑/n"	11	0
"矮小/a"	11	0
"硬腭/n"	11	0
"空/v"	11	0
"第二/m"	11	0
"纵/v"	11	0
"纵向/n"	11	0
"结晶/n"	11	0
"缺氧/v"	11	0
"胼胝/n"	11	0
"脐疝/n"	11	0
"脱出/v"	11	0
"腐蚀性/n"	11	0
"腰椎间盘/n"	11	0
"腿/n"	11	0
"苷/x"	11	0
"获得性/n"	11	0
"血友病/n"	11	0
"褥疮/n"	11	0
"赖/v"	11	0
"越野/v"	11	0
"趾骨/n"	11	0
"蹼/n"	11	0
"身材/n"	11	0
"通常/d"	11	0
"遗传/v"	11	0
"钩虫/n"	11	0
"铬/n"	11	0
"间歇/n"	10	1
"雌激素/n"	11	0
"霉/n"	11	0
"青霉素/n"	11	0
"鞍/n"	11	0
"顺产/n"	11	0
"颌/n"	11	0
"骨结核/n"	11	0
"δ/w"	10	0
"一个/m"	10	0
"乳腺炎/n"	10	0
"产品/n"	10	0
"僵/a"	10	0
"充血/v"	10	0
"关系/n"	10	0
"内耳/n"	10	0
"决定/v"	10	0
"减数/n"	10	0
"凹陷/v"	10	0
"出口/v"	10	0
"分流/v"	10	0
"初/f"	9	1
"剥离/v"	10	0
"协调/v"	10	0
"单个/b"	10	0
"取向/n"	10	0
"可/v"	10	0
"吊/v"	10	0
"同类/n"	10	0
"听/v"	10	0
"听力/n"	10	0
"嗪/w"	10	0
"外分泌/n"	10	0
"头骨/n"	10	0
"尖锐/a"	10	0
"尘肺/n"	10	0
"尿崩症/n"	10	0
"尿毒症/n"	10	0
"尿酸/n"	10	0
"展/v"	10	0
"干酪/n"	10	0
"应用/v"	10	0
"开始/v"	10	0
"志贺/v"	10	0
"急/v"	10	0
"房屋/n"	10	0
"抓/v"	10	0
"折返/v"	5	5
"描述/v"	6	4
"文化/n"	10	0
"旋转/v"	10	0
"早产/v"	10	0
"明细/b"	10	0
"显著/a"	10	0
"暂停/v"	10	0
"枕骨/n"	10	0
"查体/v"	10	0
"桥/n"	9	1
"毒液/n"	10	0
"气管炎/n"	10	0
"氮/n"	10	0
"沙眼/n"	10	0
"海/n"	10	0
"淤积/v"	9	1
"潴留/v"	10	0
"父母/n"	10	0
"牙周炎/n"	10	0
"率/v"	10	0
"疲劳/a"	10	0
"病态/n"	8	2
"病虫/n"	10	0
"瘙/w"	10	0
"矿物质/n"	10	0
"磷/n"	10	0
"稳定性/n"	8	2
"窦性/n"	7	3
"窦非/n"	5	5
"精囊/n"	10	0
"糖原/n"	10	0
"结核病/n"	10	0
"翼/n"	10	0
"肺水肿/n"	9	1
"肾结石/n"	10	0
"胆红素/n"	10	0
"胶/n"	10	0
"芳香/n"	10	0
"茎/n"	10	0
"蚊/n"	10	0
"蛔虫病/n"	10	0
"表/n"	10	0
"袢/x"	10	0
"贯通/v"	10	0
"软腭/n"	10	0
"连续性/n"	10	0
"酮/n"	10	0
"重叠/v"	10	0
"金/b"	10	0
"金属/n"	10	0
"钝/a"	10	0
"钩/n"	10	0
"铁血/b"	10	0
"附睾炎/n"	10	0
"限制/v"	8	2
"顶叶/n"	10	0
"频/a"	7	3
"风湿热/n"	6	4
"龟头/n"	10	0
"IgA/n/url"	9	0
"上下/n"	8	1
"习惯/n"	9	0
"人工流产/n"	9	0
"低温/n"	9	0
"体温/n"	9	0
"偿/v"	9	0
"催/v"	9	0
"兴奋/v"	9	0
"内在/b"	9	0
"内斜视/n"	9	0
"内脏/n"	9	0
"再植/v"	9	0
"出现/v"	9	0
"切口/n"	9	0
"利尿剂/n"	9	0
"剂量/n"	9	0
"剥/v"	9	0
"力量/n"	9	0
"化疗/v"	9	0
"单眼/n"	9	0
"去/v"	9	0
"反射/v"	9	0
"吞咽/v"	9	0
"周期性/n"	9	0
"四/m"	9	0
"垫/v"	9	0
"堆积/v"	9	0
"声门/n"	9	0
"复杂性/n"	9	0
"外出血/v"	7	2
"外貌/n"	9	0
"多糖/n"	9	0
"头面/n"	9	0
"威胁/v"	9	0
"子/n"	9	0
"学习/v"	9	0
"尾部/n"	9	0
"屈光/n"	9	0
"库欣/nf"	9	0
"引产/v"	9	0
"引流/v"	9	0
"微/a"	9	0
"性行为/n"	9	0
"成熟/a"	9	0
"截断/v"	9	0
"手枪/n"	9	0
"手段/n"	9	0
"指骨/n"	9	0
"撕/v"	9	0
"教育/v"	9	0
"新/a"	9	0
"方法/n"	9	0
"显/v"	9	0
"杂/a"	9	0
"标记/n"	9	0
"步枪/n"	9	0
"油/n"	9	0
"法/n"	9	0
"消瘦/a"	9	0
"滴虫病/n"	9	0
"牙根/n"	9	0
"猎枪/n"	9	0
"球形/n"	9	0
"生育/v"	9	0
"电离/v"	9	0
"疖/n"	9	0
"痈/n"	9	0
"癔/w"	9	0
"皮层/n"	9	0
"直肠炎/n"	9	0
"睾/w"	9	0
"磨损/v"	9	0
"稀少/a"	9	0
"第三/m"	9	0
"耶/y"	9	0
"胰岛/n"	9	0
"脊椎炎/n"	9	0
"脱水/v"	9	0
"腋下/s"	9	0
"节育器/n"	9	0
"虱/w"	9	0
"血液学/n"	9	0
"角子/n"	9	0
"语/n"	9	0
"跗骨/n"	9	0
"进食/v"	9	0
"通体/n"	9	0
"遗弃/v"	9	0
"铜/n"	9	0
"闭合/v"	9	0
"隙/n"	8	1
"青/a"	9	0
"颧骨/n"	9	0
"风湿病/n"	9	0
"骨质增生/n"	9	0
"高危/b"	9	0
"鳃/n"	9	0
"黄热病/n"	9	0
"龄/n"	9	0
"10%/m"	8	0
"3/m"	7	1
"C00/n/url"	8	0
"D48/n/url"	8	0
"QT/n/url"	4	4
"Rh/n/url"	8	0
"XX/n/url"	8	0
"δ/n"	8	0
"Ⅳ/m"	7	1
"。/w"	8	0
"中央/n"	8	0
"中性/n"	8	0
"乏力/a"	8	0
"习惯性/n"	8	0
"二期/b"	8	0
"会/v"	7	1
"住/v"	8	0
"倾向/n"	8	0
"克兰费尔/nf"	8	0
"克尔/nf"	8	0
"入口/n"	8	0
"兰/n"	8	0
"冲动/a"	8	0
"凹/a"	8	0
"切/v"	8	0
"别人/r"	8	0
"动作/n"	8	0
"医/v"	8	0
"十字/n"	8	0
"升结肠/n"	8	0
"博/b"	8	0
"口服/v"	8	0
"含/v"	8	0
"听神经/n"	8	0
"唐/t"	8	0
"嗅神经/n"	8	0
"嗅觉/n"	8	0
"噪声/n"	8	0
"噬/v"	8	0
"噻/w"	8	0
"回流/n"	4	4
"块/q"	8	0
"塞尔托利/nf"	8	0
"增加/v"	8	0
"大型/b"	8	0
"妥/a"	8	0
"家/n"	8	0
"尼/b"	8	0
"希/b"	8	0
"床/n"	8	0
"成员/n"	8	0
"扩大/v"	5	3
"抽/v"	8	0
"振动/v"	8	0
"损坏/v"	8	0
"控制/v"	8	0
"推/v"	8	0
"搭桥/v"	8	0
"放置/v"	8	0
"效/n"	8	0
"数量/n"	8	0
"施/v"	8	0
"无关/v"	8	0
"椎骨/n"	8	0
"横结肠/n"	8	0
"步/n"	8	0
"母亲/n"	8	0
"毒素/n"	8	0
"水疱/n"	8	0
"洛/b"	8	0
"活动性/n"	8	0
"深部/n"	6	2
"渗透/v"	8	0
"游/v"	8	0
"湿/a"	8	0
"牙科/n"	8	0
"瓦/n"	7	1
"甙/w"	8	0
"生成/v"	8	0
"生理/n"	8	0
"用于/v"	8	0
"病灶/n"	8	0
"皮疹/n"	8	0
"眠/v"	8	0
"短骨/n"	8	0
"硅/n"	8	0
"神经元/n"	8	0
"离/v"	8	0
"空气/n"	8	0
"等/v"	8	0
"类固醇/n"	8	0
"累/v"	8	0
"红蛋/n"	8	0
"绒毛状/n"	8	0
"绝育/v"	8	0
"继/v"	7	1
"置换/v"	7	1
"羟/w"	8	0
"耐受/v"	8	0
"聚/v"	8	0
"肛瘘/n"	8	0
"肝脏/n"	8	0
"肥胖/a"	8	0
"胆固醇/n"	8	0
"脂肪肝/n"	8	0
"脚趾/n"	8	0
"腹痛/v"	8	0
"臼/n"	8	0
"舌下腺/n"	8	0
"舌炎/n"	8	0
"蓝/a"	7	1
"虱/n"	8	0
"蜗/w"	8	0
"蜱/n"	8	0
"补/v"	8	0
"表面/n"	8	0
"证据/n"	8	0
"象限/n"	8	0
"超过/v"	8	0
"距/p"	8	0
"身份/n"	8	0
"迷/v"	8	0
"钠/n"	8	0
"链/n"	8	0
"锌/n"	8	0
"阴部/n"	7	1
"震荡/v"	8	0
"顽固性/n"	8	0
"高处/s"	8	0
"鳞屑/n"	8	0
"鼠/n"	8	0
"龋/w"	8	0
"45/m"	7	0
"E/n/url"	7	0
"I60/n/url"	7	0
"I67/n/url"	7	0
"K/n/url"	7	0
"三日/t"	7	0
"中期/f"	7	0
"之/r"	7	0
"产物/n"	7	0
"人工授精/n"	7	0
"但/c"	7	0
"住房/n"	7	0
"佝偻病/n"	7	0
"借助/v"	7	0
"偏好/n"	7	0
"偏执/a"	7	0
"停止/v"	7	0
"元素/n"	7	0
"分/v"	7	0
"前期/f"	7	0
"副神经/n"	7	0
"力学/n"	7	0
"劳力/n"	4	3
"化妆品/n"	7	0
"单瘫/n"	7	0
"去污剂/n"	7	0
"变态反应/n"	7	0
"味觉/n"	7	0
"啶/x"	7	0
"图/n"	7	0
"基特/nf"	7	0
"增高/v"	7	0
"大动脉/n"	7	0
"姿势/n"	7	0
"婴儿期/n"	7	0
"孢/w"	7	0
"工/n"	7	0
"巴尔/nf"	7	0
"巴比/nf"	7	0
"平/v"	6	1
"微小/a"	7	0
"急性病/n"	7	0
"性感/n"	7	0
"恋/v"	7	0
"悬雍垂/n"	7	0
"意识/n"	7	0
"托/v"	7	0
"支原/n"	7	0
"支持/v"	7	0
"敏/a"	7	0
"斑秃/n"	7	0
"晕/v"	7	0
"晶体/n"	7	0
"木/n"	7	0
"杓/w"	7	0
"染料/n"	7	0
"梨/n"	7	0
"检验/v"	7	0
"椎/n"	7	0
"楔/v"	7	0
"残余/n"	7	0
"毛囊炎/n"	7	0
"氟/n"	7	0
"水上/s"	7	0
"汞/n"	7	0
"滞/v"	7	0
"漏斗/n"	7	0
"热气/n"	7	0
"爆炸物/n"	7	0
"特大/b"	7	0
"状况/n"	7	0
"猝死/v"	5	2
"玻璃/n"	7	0
"电/n"	7	0
"电流/n"	7	0
"疽/n"	7	0
"痛经/n"	7	0
"瘙/n"	7	0
"登/v"	6	1
"真性/b"	7	0
"眼前/t"	7	0
"眼病/n"	7	0
"知觉/n"	7	0
"石棉/n"	7	0
"硫/n"	7	0
"硬结/v"	7	0
"神经细胞/n"	7	0
"粗/a"	7	0
"精子/n"	7	0
"紫外线/n"	7	0
"纹/n"	7	0
"组成/v"	7	0
"绞痛/v"	6	1
"缓解/v"	7	0
"耳聋/v"	7	0
"联/v"	7	0
"肝功能/n"	7	0
"肺脓肿/n"	7	0
"胎位/n"	7	0
"腹水/n"	6	1
"葡萄糖/n"	7	0
"调查/v"	7	0
"豆/n"	6	1
"超声波/n"	7	0
"跳/v"	7	0
"转/v"	7	0
"迁/v"	7	0
"远/a"	7	0
"迷路/n"	7	0
"适应/v"	7	0
"适当/a"	7	0
"通气/v"	7	0
"遗/v"	7	0
"酒渣鼻/n"	7	0
"酚/n"	7	0
"间日/d"	7	0
"阴蒂/n"	7	0
"阵挛性/n"	7	0
"预/d"	4	3
"颗/q"	7	0
"额叶/nf"	7	0
"食欲/n"	7	0
"骨密度/n"	7	0
"骨瘤/n"	7	0
"鱼/n"	7	0
"麦/n"	7	0
"鼓膜炎/n"	7	0
"龋/n"	7	0
"./w"	6	0
"13/m"	6	0
"18/m"	6	0
"21/m"	6	0
"24/m"	6	0
"47/m"	6	0
"EB/n/url"	6	0
"SCID/x"	6	0
"XY/n/url"	6	0
"一氧化碳/n"	6	0
"下部/f"	5	1
"之一/r"	6	0
"乳酸/n"	6	0
"以下/f"	6	0
"以前/f"	6	0
"以及/c"	6	0
"仰/v"	6	0
"体型/n"	6	0
"体细胞/n"	6	0
"体育/n"	6	0
"倾/v"	6	0
"元/q"	6	0
"关注/v"	6	0
"具备/v"	6	0
"兹/Rg"	6	0
"凯/n"	6	0
"击中/v"	6	0
"剧/n"	6	0
"加以/v"	6	0
"勃/a"	6	0
"包裹/n"	5	1
"压痛/n"	6	0
"原始/a"	6	0
"发声/v"	6	0
"可能/v"	6	0
"同时/n"	4	2
"听骨/n"	6	0
"呕血/v"	6	0
"响/v"	6	0
"唑/x"	6	0
"嘌/w"	6	0
"嘴/n"	6	0
"坐骨神经/n"	6	0
"埃/b"	6	0
"声/n"	6	0
"复苏/v"	4	2
"大便/n"	6	0
"天/n"	6	0
"夹/v"	5	1
"存在/v"	6	0
"官能症/n"	6	0
"富/a"	6	0
"寻求/v"	6	0
"小时/n"	6	0
"尾蚴/n"	6	0
"屑/n"	6	0
"峡/n"	6	0
"工具/n"	6	0
"帕/n"	6	0
"帮助/v"	6	0
"幻觉/n"	6	0
"延性/n"	6	0
"延髓/n"	6	0
"开/v"	6	0
