"Word1"	"icd10-wordtokens"	"icd10-I-wordtokens"
"脚趾/n"	8	0
"臼/n"	8	0
"舌下腺/n"	8	0
"舌炎/n"	8	0
"虱/n"	8	0
"蜱/n"	8	0
"表面/n"	8	0
"证据/n"	8	0
"象限/n"	8	0
"身份/n"	8	0
"钠/n"	8	0
"链/n"	8	0
"锌/n"	8	0
"阴部/n"	7	1
"顽固性/n"	8	0
"鳞屑/n"	8	0
"鼠/n"	8	0
"产物/n"	7	0
"人工授精/n"	7	0
"住房/n"	7	0
"佝偻病/n"	7	0
"偏好/n"	7	0
"元素/n"	7	0
"副神经/n"	7	0
"力学/n"	7	0
"劳力/n"	4	3
"化妆品/n"	7	0
"单瘫/n"	7	0
"去污剂/n"	7	0
"变态反应/n"	7	0
"味觉/n"	7	0
"图/n"	7	0
"大动脉/n"	7	0
"姿势/n"	7	0
"婴儿期/n"	7	0
"工/n"	7	0
"急性病/n"	7	0
"性感/n"	7	0
"悬雍垂/n"	7	0
"意识/n"	7	0
"支原/n"	7	0
"斑秃/n"	7	0
"晶体/n"	7	0
"木/n"	7	0
"染料/n"	7	0
"梨/n"	7	0
"椎/n"	7	0
"残余/n"	7	0
"毛囊炎/n"	7	0
"氟/n"	7	0
"汞/n"	7	0
"漏斗/n"	7	0
"热气/n"	7	0
"爆炸物/n"	7	0
"状况/n"	7	0
"玻璃/n"	7	0
"电/n"	7	0
"电流/n"	7	0
"疽/n"	7	0
"痛经/n"	7	0
"瘙/n"	7	0
"眼病/n"	7	0
"知觉/n"	7	0
"石棉/n"	7	0
"硫/n"	7	0
"神经细胞/n"	7	0
"精子/n"	7	0
"紫外线/n"	7	0
"纹/n"	7	0
"肝功能/n"	7	0
"肺脓肿/n"	7	0
"胎位/n"	7	0
"腹水/n"	6	1
"葡萄糖/n"	7	0
"豆/n"	6	1
"超声波/n"	7	0
"迷路/n"	7	0
"酒渣鼻/n"	7	0
"酚/n"	7	0
"阴蒂/n"	7	0
"阵挛性/n"	7	0
"食欲/n"	7	0
"骨密度/n"	7	0
"骨瘤/n"	7	0
"鱼/n"	7	0
"麦/n"	7	0
"鼓膜炎/n"	7	0
"龋/n"	7	0
"一氧化碳/n"	6	0
"乳酸/n"	6	0
"体型/n"	6	0
"体细胞/n"	6	0
"体育/n"	6	0
"凯/n"	6	0
"剧/n"	6	0
"包裹/n"	5	1
"压痛/n"	6	0
"同时/n"	4	2
"听骨/n"	6	0
"嘴/n"	6	0
"坐骨神经/n"	6	0
"声/n"	6	0
"大便/n"	6	0
"天/n"	6	0
"官能症/n"	6	0
"小时/n"	6	0
"尾蚴/n"	6	0
"屑/n"	6	0
"峡/n"	6	0
"工具/n"	6	0
"帕/n"	6	0
"幻觉/n"	6	0
"延性/n"	6	0
"延髓/n"	6	0
"式/n"	6	0
"弧/n"	6	0
"心尖/n"	3	3
"急症/n"	4	2
"性子/n"	6	0
"日光/n"	6	0
"暴力/n"	6	0
"机/n"	6	0
"森林/n"	6	0
"母乳/n"	6	0
"氢/n"	6	0
"水管/n"	6	0
"泵/n"	6	0
"浆膜/n"	6	0
"滑车/n"	6	0
"烷/n"	6	0
"物理学/n"	6	0
"特征/n"	6	0
"生命/n"	6	0
"界线/n"	6	0
"癌变/n"	6	0
"眦/n"	6	0
"砷/n"	6	0
"磺胺/n"	6	0
"社交/n"	6	0
"穹/n"	6	0
"线性/n"	6	0
"经济/n"	6	0
"结局/n"	6	0
"肛裂/n"	6	0
"肾囊/n"	6	0
"脊索/n"	6	0
"舌根/n"	6	0
"航空/n"	6	0
"褶/n"	6	0
"谷/n"	6	0
"起因/n"	6	0
"身/n"	6	0
"躯/n"	6	0
"转子/n"	6	0
"避孕药/n"	6	0
"锰/n"	6	0
"阴虱/n"	6	0
"骨膜炎/n"	6	0
"骨骼肌/n"	6	0
"鸟/n"	6	0
"鼻孔/n"	6	0
"龙/n"	6	0
"万古/n"	5	0
"丘/n"	5	0
"中脑/n"	4	1
"人群/n"	5	0
"仪式/n"	5	0
"体质/n"	5	0
"依赖性/n"	5	0
"兔/n"	5	0
"力/n"	5	0
"医学/n"	5	0
"单体/n"	5	0
"卵泡/n"	5	0
"变异/n"	5	0
"圆锥/n"	5	0
"外界/n"	5	0
"外皮/n"	5	0
"大小/n"	5	0
"大静脉/n"	5	0
"实验室/n"	5	0
"属性/n"	5	0
"嵴/n"	5	0
"幻觉症/n"	5	0
"弹力/n"	3	2
"弹性/n"	5	0
"形态/n"	5	0
"态度/n"	5	0
"思维/n"	5	0
"性欲/n"	5	0
"慢性病/n"	5	0
"戈/n"	4	1
"成年/n"	5	0
"抑郁症/n"	5	0
"支链/n"	5	0
"无机物/n"	5	0
"时间/n"	5	0
"显微镜/n"	5	0
"机器/n"	5	0
"杂音/n"	5	0
"桡动脉/n"	5	0
"梁/n"	5	0
"棕色/n"	5	0
"毛色/n"	5	0
"水压/n"	5	0
"泄殖腔/n"	5	0
"牙髓炎/n"	5	0
"猪/n"	5	0
"生殖细胞/n"	5	0
"病史/n"	5	0
"痔/n"	5	0
"癔病/n"	5	0
"白色/n"	5	0
"眉/n"	5	0
"眼镜/n"	5	0
"硫胺素/n"	5	0
"碱性/n"	5	0
"碳酸/n"	5	0
"福/n"	5	0
"策/n"	5	0
"粉刺/n"	5	0
"素养/n"	5	0
"线粒体/n"	5	0
"综合性/n"	5	0
"羊/n"	5	0
"群体/n"	5	0
"能力/n"	5	0
"脂肪酸/n"	5	0
"膈/n"	5	0
"蘑菇/n"	5	0
"血压/n"	5	0
"行政/n"	5	0
"试管婴儿/n"	5	0
"语音/n"	5	0
"读数/n"	5	0
"趾/n"	5	0
"轴/n"	5	0
"运动神经/n"	5	0
"通道/n"	5	0
"釉质/n"	5	0
"重金属/n"	5	0
"铅/n"	5	0
"铜绿/n"	5	0
"雀斑/n"	5	0
"霉菌/n"	5	0
"颅脑/n"	5	0
"饮食/n"	5	0
"马蹄/n"	5	0
"骨刺/n"	5	0
"骨头/n"	5	0
"髂骨/n"	5	0
"高位/n"	5	0
"黑素/n"	5	0
"鼻音/n"	5	0
"三环/n"	4	0
"下疳/n"	4	0
"中线/n"	4	0
"乙烯/n"	4	0
"乳汁/n"	4	0
"亲属/n"	4	0
"伞/n"	4	0
"伦/n"	3	1
"低位/n"	4	0
"保险/n"	4	0
"信仰/n"	4	0
"假牙/n"	4	0
"催产药/n"	4	0
"军团/n"	4	0
"凝血酶/n"	4	0
"剑/n"	4	0
"助听器/n"	4	0
"区域/n"	4	0
"发型/n"	3	1
"合剂/n"	4	0
"后宫/n"	4	0
"后脑/n"	4	0
"咽峡炎/n"	4	0
"嘌/n"	4	0
"四环/n"	4	0
"四环素/n"	4	0
"城市/n"	4	0
"外层/n"	4	0
"外胚层/n"	4	0
"大气/n"	4	0
"天花/n"	4	0
"夫/n"	4	0
"失眠症/n"	4	0
"孕妇/n"	4	0
"孕激素/n"	4	0
"家用/n"	4	0
"容量/n"	4	0
"导/n"	4	0
"尺动脉/n"	4	0
"尿布/n"	4	0
"岛/n"	4	0
"岩/n"	4	0
"工人/n"	4	0
"干细胞/n"	4	0
"干部/n"	4	0
"平足/n"	4	0
"年/n"	4	0
"异性/n"	3	1
"心音/n"	4	0
"感冒药/n"	4	0
"战争/n"	4	0
"手工/n"	4	0
"抗原/n"	4	0
"报告/n"	4	0
"敷料/n"	4	0
"斑块/n"	4	0
"暴/n"	4	0
"本质/n"	4	0
"杈/n"	2	2
"杯/n"	4	0
"杵/n"	4	0
"极端/n"	4	0
"柱/n"	4	0
"树/n"	4	0
"止泻药/n"	4	0
"毒物/n"	4	0
"毒蕈/n"	4	0
"氧化酶/n"	4	0
"氯霉素/n"	4	0
"水域/n"	4	0
"水杨酸/n"	4	0
"水蛭/n"	4	0
"浴盆/n"	4	0
"淋病/n"	4	0
"温度/n"	4	0
"游泳池/n"	4	0
"滑石粉/n"	4	0
"潜水员/n"	4	0
"灰/n"	4	0
"灾难/n"	4	0
"热量/n"	4	0
"爬行动物/n"	4	0
"牙周病/n"	4	0
"牛乳/n"	4	0
"特性/n"	4	0
"猴/n"	4	0
"环形/n"	4	0
"球部/n"	4	0
"琥珀/n"	4	0
"电子/n"	4	0
"疗程/n"	4	0
"疙瘩/n"	4	0
"病家/n"	4	0
"痘/n"	4	0
"痱/n"	4	0
"登革热/n"	4	0
"盐水/n"	4	0
"眼压/n"	4	0
"磁性/n"	4	0
"磷酸盐/n"	4	0
"祛痰剂/n"	4	0
"禁忌/n"	4	0
"禽流感/n"	4	0
"科学/n"	4	0
"窗/n"	4	0
"童/n"	4	0
"符号/n"	4	0
"组/n"	4	0
"组织胺/n"	4	0
"细胞系/n"	4	0
"经历/n"	4	0
"肠套叠/n"	4	0
"股骨头/n"	4	0
"股骨颈/n"	4	0
"脆性/n"	4	0
"脊椎骨/n"	4	0
"脑血栓/n"	2	2
"脑震荡/n"	4	0
"腭/n"	4	0
"节律/n"	4	0
"苯乙烯/n"	4	0
"苯酚/n"	4	0
"范围/n"	4	0
"药疹/n"	4	0
"莱姆病/n"	4	0
"菱形/n"	4	0
"蜘蛛/n"	3	1
"蜡/n"	4	0
"蝎子/n"	4	0
"螯/n"	4	0
"血型/n"	4	0
"血气/n"	4	0
"袋/n"	4	0
"袖/n"	4	0
"解毒剂/n"	4	0
"证/n"	4	0
"诉/n"	4	0
"试管/n"	4	0
"费/n"	4	0
"跖/n"	4	0
"轮椅/n"	4	0
"连枷/n"	4	0
"道口/n"	4	0
"配偶/n"	4	0
"钱币/n"	4	0
"错误/n"	4	0
"锡/n"	4	0
"镇咳剂/n"	4	0
"门下/n"	4	0
"青春/n"	4	0
"面颊/n"	4	0
"顶骨/n"	4	0
"颜面/n"	4	0
"食道/n"	4	0
"饥饿/n"	4	0
"高原/n"	4	0
"鹰/n"	4	0
"黄蜂/n"	4	0
"龈/n"	4	0
"下丘脑/n"	3	0
"义/n"	3	0
"体液/n"	3	0
"侏儒/n"	3	0
"冈/n"	3	0
"冠心病/n"	2	1
"出生地/n"	3	0
"分叉/n"	2	1
"加湿器/n"	3	0
"变异性/n"	3	0
"吊带/n"	3	0
"咖啡/n"	3	0
"唾液/n"	3	0
"固体/n"	3	0
"地面/n"	3	0
"塔/n"	3	0
"壳/n"	3	0
"头癣/n"	3	0
"奥迪/n"	3	0
"婴幼儿/n"	3	0
"季节性/n"	3	0
"宗教/n"	3	0
"对称性/n"	3	0
"小样/n"	3	0
"崎/n"	3	0
"广州/n"	3	0
"应力/n"	3	0
"异样/n"	3	0
"形变/n"	3	0
"微血管/n"	3	0
"性别/n"	3	0
"意义/n"	3	0
"日射病/n"	3	0
"曲菌/n"	3	0
"杆状/n"	3	0
"果糖/n"	3	0
"柯/n"	3	0
"棉/n"	3	0
"毒蛇/n"	3	0
"毒蜘蛛/n"	3	0
"气球/n"	3	0
"氯气/n"	3	0
"水性/n"	3	0
"水样/n"	3	0
"海产品/n"	3	0
"海拔/n"	3	0
"海洛因/n"	3	0
"海马/n"	3	0
"溴/n"	3	0
"滑翔机/n"	3	0
"滴虫/n"	3	0
"激酶/n"	3	0
"热病/n"	3	0
"猩红热/n"	3	0
"猫/n"	3	0
"玫瑰/n"	3	0
"珀/n"	3	0
"生长激素/n"	3	0
"甲亢/n"	3	0
"甲基/n"	3	0
"甲酸/n"	3	0
"电极/n"	3	0
"疣/n"	3	0
"疤痕/n"	3	0
"白化病/n"	3	0
"白发/n"	3	0
"白癜风/n"	3	0
"目/n"	3	0
"睫毛/n"	3	0
"矢/n"	2	1
"石墨/n"	3	0
"硅胶/n"	3	0
"硝酸/n"	3	0
"硫化氢/n"	3	0
"神/n"	3	0
"窦道/n"	3	0
"管炎/n"	3	0
"精囊炎/n"	3	0
"结核菌/n"	3	0
"耳垂/n"	3	0
"肠结核/n"	3	0
"肺叶/n"	3	0
"胃穿孔/n"	3	0
"胡桃/n"	2	1
"脊神经/n"	3	0
"花斑癣/n"	3	0
"花粉/n"	3	0
"蓝色/n"	3	0
"蝶骨/n"	3	0
"螨/n"	3	0
"血细胞/n"	3	0
"超声/n"	3	0
"过氧化物/n"	3	0
"迹/n"	3	0
"通性/n"	3	0
"造影剂/n"	3	0
"钦/n"	3	0
"钼/n"	3	0
"铝/n"	3	0
"银/n"	3	0
"锤/n"	3	0
"间脑/n"	2	1
"阴囊炎/n"	3	0
"阴沟/n"	3	0
"鞭/n"	3	0
"须疮/n"	3	0
"颜色/n"	3	0
"马方/n"	3	0
"马蹄形/n"	3	0
"高龄/n"	3	0
"鸡胸/n"	3	0
"麦芽/n"	3	0
"麦角/n"	3	0
"黄褐斑/n"	3	0
"黑色/n"	3	0
"α/n"	2	0
"β/n"	2	0
"γ/n"	2	0
"下腹/n"	1	1
"不育症/n"	2	0
"丙醇/n"	2	0
"个性/n"	2	0
"中医/n"	2	0
"主观/n"	2	0
"乙醇/n"	2	0
"乙醛/n"	2	0
"乳牙/n"	2	0
"二氧化硫/n"	2	0
"二氧化碳/n"	2	0
"亚麻/n"	2	0
"交界处/n"	2	0
"产儿/n"	2	0
"什/n"	2	0
"代表/n"	2	0
"伴侣/n"	2	0
"位置/n"	2	0
"低压/n"	2	0
"低收入/n"	2	0
"体力/n"	2	0
"体癣/n"	2	0
"体育运动/n"	2	0
"体腔/n"	2	0
"体虱/n"	2	0
"作息/n"	2	0
"假日/n"	2	0
"偏见/n"	2	0
"光泽/n"	2	0
"全心炎/n"	1	1
"内容/n"	2	0
"内海/n"	2	0
"军队/n"	2	0
"农/n"	1	1
"农民/n"	2	0
"冰/n"	2	0
"冻疮/n"	2	0
"刀/n"	2	0
"分泌物/n"	2	0
"划痕/n"	2	0
"制度/n"	2	0
"前脑/n"	2	0
"前脚/n"	2	0
"前额/n"	2	0
"副肾/n"	2	0
"割草机/n"	2	0
"动植物/n"	2	0
"势/n"	2	0
"包皮炎/n"	2	0
"包间/n"	2	0
"匕首/n"	2	0
"化学武器/n"	2	0
"半侧/n"	2	0
"博拉/n"	2	0
"卡介苗/n"	2	0
"双子/n"	2	0
"双手/n"	2	0
"双臂/n"	2	0
"发动机/n"	2	0
"发性非/n"	2	0
"取暖器/n"	2	0
"受精卵/n"	2	0
"变种/n"	2	0
"口红/n"	2	0
"口臭/n"	2	0
"口角炎/n"	2	0
"可能性/n"	2	0
"可见光/n"	2	0
"可逆性/n"	1	1
"台阶/n"	2	0
"叶片/n"	2	0
"同事/n"	2	0
"同位素/n"	2	0
"同学/n"	2	0
"同胞/n"	2	0
"后果/n"	2	0
"后脚/n"	2	0
"吗啡/n"	2	0
"周炎/n"	2	0
"周身/n"	1	1
"咽喉炎/n"	2	0
"品质/n"	2	0
"哮/n"	2	0
"哺乳动物/n"	2	0
"喷嚏/n"	2	0
"器具/n"	2	0
"噪音/n"	2	0
"四氯化碳/n"	2	0
"回归热/n"	2	0
"固态/n"	2	0
"图样/n"	2	0
"土块/n"	2	0
"土壤/n"	2	0
"土性/n"	2	0
"圣/n"	2	0
"地震/n"	2	0
"块状/n"	2	0
"垢/n"	2	0
"士/n"	2	0
"处方/n"	2	0
"多倍体/n"	2	0
"夜游症/n"	2	0
"夜盲/n"	2	0
"夜盲症/n"	2	0
"大头/n"	2	0
"大火/n"	2	0
"大骨节病/n"	2	0
"大麻/n"	2	0
"头发/n"	2	0
"头虱/n"	2	0
"头颅/n"	2	0
"奎尔/n"	2	0
"奶/n"	2	0
"妇/n"	2	0
"姜片虫/n"	2	0
"姻亲/n"	2	0
"嫌疑/n"	2	0
"孔型/n"	2	0
"季/n"	2	0
"孤/n"	2	0
"安眠药/n"	2	0
"实质/n"	2	0
"家具/n"	2	0
"家属/n"	2	0
"宾/n"	2	0
"射精管/n"	2	0
"尼古丁/n"	2	0
"尿素/n"	2	0
"层状/n"	2	0
"居民/n"	2	0
"巨人/n"	2	0
"帆/n"	2	0
"帝/n"	2	0
"常规战争/n"	2	0
"干眼症/n"	2	0
"幼虫/n"	2	0
"广场/n"	2	0
"广泛性/n"	2	0
"弃婴/n"	2	0
"弹片/n"	2	0
"形状/n"	2	0
"影/n"	2	0
"径/n"	1	1
"微粒/n"	2	0
"快慢/n"	1	1
"急腹症/n"	2	0
"性关系/n"	2	0
"性周期/n"	2	0
"性质/n"	2	0
"性高潮/n"	2	0
"恐怖主义/n"	2	0
"恙虫/n"	2	0
"恩/n"	2	0
"悬崖/n"	2	0
"感受器/n"	2	0
"感应/n"	2	0
"战壕/n"	2	0
"房东/n"	2	0
"房客/n"	2	0
"扁平足/n"	2	0
"手法/n"	2	0
"手癣/n"	2	0
"执照/n"	2	0
"扳机/n"	2	0
"抗坏血酸/n"	2	0
"拮/n"	2	0
"指标/n"	2	0
"探子/n"	2	0
"接点/n"	2	0
"教师/n"	2	0
"散热器/n"	2	0
"文盲/n"	2	0
"斑点/n"	2	0
"斯威特/n"	2	0
"新兵/n"	2	0
"旋毛虫/n"	2	0
"早产儿/n"	2	0
"旱冰/n"	2	0
"昆虫/n"	2	0
"普通型/n"	2	0
"晶/n"	2	0
"智力/n"	2	0
"智能/n"	2	0
"暴风雨/n"	2	0
"有机磷/n"	2	0
"朋友/n"	2	0
"本/n"	2	0
"机会/n"	2	0
"机翼/n"	2	0
"权威/n"	2	0
"条件/n"	2	0
"条纹/n"	2	0
"极性/n"	2	0
"枫树/n"	2	0
"柄/n"	2	0
"树胶/n"	2	0
"校/n"	2	0
"核武器/n"	2	0
"核黄素/n"	2	0
"根部/n"	2	0
"梦魇/n"	2	0
"梯子/n"	2	0
"棱/n"	2	0
"椅子/n"	2	0
"椭圆形/n"	2	0
"楼梯/n"	2	0
"槌/n"	2	0
"欧洲/n"	2	0
"武器/n"	2	0
"死刑/n"	2	0
"残疾/n"	2	0
"毒药/n"	2	0
"毛根/n"	2	0
"气性/n"	2	0
"气罐/n"	2	0
"氟化氢/n"	2	0
"氯氟烃/n"	2	0
"氰化氢/n"	2	0
"水污染/n"	2	0
"水泥/n"	2	0
"汗孔/n"	2	0
"汗腺炎/n"	2	0
"汶/n"	2	0
"河/n"	2	0
"油漆/n"	2	0
"油脂/n"	2	0
"法律/n"	2	0
"注射器/n"	2	0
"洗涤剂/n"	2	0
"洪水/n"	2	0
"活动期/n"	2	0
"浆果/n"	2	0
"海尔/n"	2	0
"海豹/n"	2	0
"淀粉酶/n"	2	0
"滑板/n"	2	0
"滤器/n"	2	0
"澳洲/n"	2	0
"火山/n"	2	0
"灰质/n"	2	0
"灾害/n"	2	0
"炮火/n"	2	0
"烟火/n"	2	0
"烟酸/n"	2	0
"热能/n"	2	0
"煤炭/n"	2	0
"熟人/n"	2	0
"牙槽炎/n"	2	0
"牙釉质/n"	2	0
"牙龈炎/n"	2	0
"牛奶/n"	2	0
"牛肉/n"	2	0
"物理/n"	2	0
"犬/n"	2	0
"狗/n"	2	0
"猪肉/n"	2	0
"现实/n"	2	0
"现象/n"	1	1
"班/n"	2	0
"理由/n"	2	0
"甘油/n"	2	0
"甘油酯/n"	2	0
"甘油酸/n"	2	0
"生物武器/n"	2	0
"用具/n"	2	0
"用品/n"	2	0
"甲烷/n"	2	0
"甲癣/n"	2	0
"甲苯/n"	2	0
"甲醇/n"	2	0
"甲醛/n"	2	0
"畜/n"	2	0
"疥疮/n"	2	0
"疮/n"	2	0
"痘疮/n"	2	0
"痛觉/n"	2	0
"癖/n"	2	0
"白斑病/n"	2	0
"白癣/n"	2	0
"皮化生/n"	2	0
"监狱/n"	2	0
"目标/n"	2	0
"盲肠炎/n"	2	0
"眉毛/n"	2	0
"眼底/n"	2	0
"眼神/n"	2	0
"睡衣/n"	2	0
"睾/n"	2	0
"石油/n"	2	0
"矽/n"	2	0
"矽肺/n"	2	0
"矾土/n"	2	0
"矿物/n"	2	0
"砂砾/n"	2	0
"硒/n"	2	0
"硝/n"	2	0
"磨耗/n"	2	0
"磷灰石/n"	2	0
"磷脂/n"	2	0
"社区/n"	2	0
"神经质/n"	2	0
"福利/n"	2	0
"程序/n"	2	0
"空暇/n"	2	0
"空调器/n"	2	0
"筛骨/n"	2	0
"管子/n"	2	0
"米/n"	2	0
"纤毛/n"	2	0
"纤毛虫/n"	2	0
"纸样/n"	2	0
"纽/n"	2	0
"线路/n"	2	0
"组合/n"	2	0
"终末/n"	2	0
"绒/n"	2	0
"翻译/n"	2	0
"老板/n"	2	0
"耳孔/n"	2	0
"聋哑/n"	2	0
"职责/n"	2	0
"肘部/n"	2	0
"肛/n"	2	0
"肝部/n"	2	0
"肺循环/n"	1	1
"肽/n"	2	0
"肾结核/n"	2	0
"胃扩张/n"	2	0
"胃部/n"	2	0
"胃酸/n"	2	0
"背景/n"	2	0
"胎毛/n"	2	0
"胚/n"	2	0
"胡萝卜素/n"	2	0
"胸肌/n"	2	0
"脚手架/n"	2	0
"脚气/n"	2	0
"脚癣/n"	2	0
"脱氧核糖核酸/n"	2	0
"脱肛/n"	2	0
"脸/n"	2	0
"腘/n"	2	0
"腱/n"	2	0
"腹面/n"	2	0
"膳/n"	2	0
"自主性/n"	2	0
"自来水/n"	2	0
"臼齿/n"	2	0
"舌尖/n"	2	0
"航天/n"	2	0
"色觉/n"	2	0
"苗/n"	2	0
"范/n"	2	0
"茶碱/n"	2	0
"荆棘/n"	2	0
"草酸/n"	2	0
"菜花/n"	2	0
"萨那/n"	2	0
"落叶/n"	2	0
"蔗/n"	2	0
"虹膜炎/n"	2	0
"虾/n"	2	0
"蚤/n"	2	0
"蛇/n"	2	0
"蛲虫/n"	2	0
"蜈蚣/n"	2	0
"蜜蜂/n"	2	0
"蜥蜴/n"	2	0
"螺/n"	2	0
"血清病/n"	2	0
"血缘/n"	2	0
"血色/n"	2	0
"衣着/n"	2	0
"裂谷/n"	2	0
"装饰品/n"	2	0
"西欧/n"	2	0
"要求/n"	2	0
"规则/n"	2	0
"视盘/n"	2	0
"视野/n"	2	0
"证明书/n"	2	0
"贝壳/n"	2	0
"质变/n"	2	0
"质地/n"	2	0
"质量/n"	2	0
"距离/n"	2	0
"躁狂症/n"	2	0
"转氨酶/n"	2	0
"轮胎/n"	2	0
"软化病/n"	2	0
"软木/n"	2	0
"软管/n"	2	0
"过氧化氢/n"	2	0
"运动员/n"	1	1
"运动场/n"	2	0
"进度/n"	2	0
"远东/n"	2	0
"连/n"	2	0
"透镜/n"	2	0
"通路/n"	2	0
"速/n"	2	0
"道外/n"	2	0
"遗忘症/n"	2	0
"邻居/n"	2	0
"酒/n"	2	0
"酒药/n"	2	0
"量/n"	2	0
"针头/n"	2	0
"钒/n"	2	0
"钴胺素/n"	2	0
"铁矾土/n"	2	0
"铁质/n"	2	0
"锅炉/n"	2	0
"锐器/n"	2	0
"锯齿/n"	2	0
"镇痛剂/n"	2	0
"镉/n"	2	0
"镜片/n"	2	0
"长度/n"	2	0
"闪电/n"	2	0
"队/n"	2	0
"阳/n"	2	0
"阳光/n"	2	0
"阿司匹林/n"	2	0
"阿托品/n"	2	0
"阿洪/n"	2	0
"雪/n"	2	0
"雪崩/n"	2	0
"雷电/n"	2	0
"霍/n"	2	0
"面积/n"	1	1
"鞭毛虫/n"	2	0
"项目/n"	2	0
"顾问/n"	2	0
"颗粒/n"	2	0
"颞/n"	2	0
"风险/n"	2	0
"饮料/n"	2	0
"饮水/n"	2	0
"饮用水/n"	2	0
"香/n"	2	0
"香料/n"	2	0
"马来/n"	2	0
"驼峰/n"	2	0
"骶/n"	2	0
"髂/n"	2	0
"高安/n"	2	0
"高度/n"	2	0
"高温/n"	2	0
"高热/n"	2	0
"鱼肉/n"	2	0
"鳄/n"	2	0
"鳄鱼/n"	2	0
"鸡眼/n"	2	0
"鸦片/n"	2	0
"鹦鹉热/n"	2	0
"黄曲霉/n"	2	0
"黑布/n"	2	0
"鼻翼/n"	2	0
"齿槽/n"	2	0
"齿龈/n"	2	0
"/n"	1	0
"三叶/n"	1	0
"义齿/n"	1	0
"乘晕宁/n"	1	0
"乙烷/n"	1	0
"乙肝/n"	1	0
"乙脑/n"	1	0
"乳齿/n"	1	0
"云翳/n"	1	0
"亚型/n"	1	0
"亚硝酸/n"	1	0
"产妇/n"	1	0
"传统/n"	1	0
"侧/n"	1	0
"倾斜度/n"	1	0
"储备/n"	1	0
"先锋/n"	1	0
"克山病/n"	1	0
"兜/n"	1	0
"内寄生/n"	1	0
"内胎/n"	1	0
"再造术/n"	1	0
"农作物/n"	1	0
"冠周炎/n"	1	0
"冲击波/n"	1	0
"冲剂/n"	1	0
"分子/n"	1	0
"列车/n"	1	0
"创口/n"	1	0
"前机/n"	1	0
"区域性/n"	1	0
"卡利/n"	1	0
"卵子/n"	1	0
"卵黄/n"	1	0
"厂/n"	1	0
"原浆/n"	1	0
"双球菌/n"	1	0
"发性泌/n"	1	0
"发生器/n"	1	0
"发音/n"	1	0
"口形/n"	1	0
"口水/n"	1	0
"可乐/n"	1	0
"台/n"	1	0
"叶继/n"	1	0
"司/n"	1	0
"同心圆/n"	1	0
"后天/n"	1	0
"后缘/n"	1	0
"向量/n"	1	0
"吡/n"	1	0
"吡啶/n"	1	0
"呋喃/n"	1	0
"咪/n"	1	0
"哆/n"	1	0
"哨/n"	1	0
"唾液腺/n"	1	0
"商用/n"	1	0
"喉结/n"	1	0
"喙/n"	1	0
"回声/n"	1	0
"圆形/n"	1	0
"圆柱/n"	1	0
"地点/n"	1	0
"基因/n"	1	0
"基础/n"	1	0
"塑料/n"	1	0
"外套/n"	1	0
"外肾/n"	1	0
"多尿症/n"	1	0
"大田/n"	1	0
"大脑皮层/n"	1	0
"天使/n"	1	0
"天鹅/n"	1	0
"套管/n"	1	0
"威/n"	1	0
"媒/n"	1	0
"孢/n"	1	0
"学生/n"	1	0
"官方/n"	1	0
"官能/n"	1	0
"宿主/n"	1	0
"密度/n"	1	0
"导线/n"	1	0
"小儿/n"	1	0
"小结/n"	1	0
"尖头/n"	1	0
"尼龙/n"	1	0
"屎/n"	1	0
"山豆根/n"	1	0
"峰/n"	1	0
"巫术/n"	1	0
"席/n"	1	0
"帽/n"	1	0
"平台/n"	1	0
"平山/n"	1	0
"幼儿/n"	1	0
"庆大霉素/n"	1	0
"异体/n"	1	0
"强迫症/n"	1	0
"形骸/n"	1	0
"心电图/n"	1	0
"急性子/n"	1	0
"息/n"	1	0
"惠普/n"	1	0
"意向性/n"	1	0
"慢性子/n"	1	0
"扁豆/n"	1	0
"手套/n"	1	0
"手掌/n"	1	0
"抗菌素/n"	1	0
"拉森/n"	1	0
"挛/n"	1	0
"敌敌畏/n"	1	0
"斜坡/n"	1	0
"斜角/n"	1	0
"方面/n"	1	0
"旅途/n"	1	0
"有机酸/n"	1	0
"朦/n"	1	0
"杏仁/n"	1	0
"村/n"	1	0
"杓/n"	1	0
"松毛虫/n"	1	0
"松脂/n"	1	0
"果/n"	1	0
"枝/n"	1	0
"枯草杆菌/n"	1	0
"格子/n"	1	0
"桡/n"	1	0
"桶/n"	1	0
"棕榈/n"	1	0
"槭/n"	1	0
"模/n"	1	0
"模具/n"	1	0
"横线/n"	1	0
"橄榄/n"	1	0
"橡皮/n"	1	0
"橡皮膏/n"	1	0
"橡胶/n"	1	0
"殖/n"	1	0
"比重/n"	1	0
"毛皮/n"	1	0
"毛细管/n"	1	0
"气功/n"	1	0
"气温/n"	1	0
"氧气/n"	1	0
"氨气/n"	1	0
"氰酸/n"	1	0
"水泡/n"	1	0
"汀/n"	1	0
"汽油/n"	1	0
"河豚/n"	1	0
"油性/n"	1	0
"泥/n"	1	0
"泪液/n"	1	0
"泽/n"	1	0
"洋地黄/n"	1	0
"消毒剂/n"	1	0
"消法/n"	1	0
"液化气/n"	1	0
"淤血/n"	1	0
"潜血/n"	1	0
"濑/n"	1	0
"灰色/n"	1	0
"炭/n"	1	0
"煤/n"	1	0
"燕麦/n"	1	0
"牙冠/n"	1	0
